"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_900087465.1","GCF_900087475.1","GCF_900087485.1","GCF_900087495.1","GCF_900087505.1","GCF_900087515.1","GCF_900087535.1","GCF_900087545.1","GCF_900087575.1","GCF_900087585.1","GCF_900087595.1","GCF_900087665.1","GCF_900087695.1","GCF_900087755.1","GCF_900087765.1","GCF_900087825.1","GCF_900087835.1","GCF_900087845.1","GCF_900087885.1","GCF_900087925.1"
"group_599","","hypothetical protein","20","20","1","2","52","","","","1016","1037","1017","BJDFHBJJ_01189","FHFNEIGL_01060","NPNHHEFA_01063","EKGGEFJM_01186","IPCEDBCE_01231","BPLIIOBE_01183","LAKMDKJD_01141","HCNCMENI_01171","ABPCLIDI_00525","DPDPODFO_01530","GEBNMNOD_00516","FPOKCNBF_01187","JPMNGIHJ_01003","IENJPBOG_00018","EKEBIHOE_00699","KADELANJ_00147","NDKHHKNJ_00320","PDJHNNAA_01290","PHDCEHKO_00395","OOEMJHNJ_00496"
"truA","","tRNA pseudouridine synthase A","20","20","1","2","51","","","","728","728","728","BJDFHBJJ_01190","FHFNEIGL_01059","NPNHHEFA_01064","EKGGEFJM_01185","IPCEDBCE_01230","BPLIIOBE_01184","LAKMDKJD_01142","HCNCMENI_01170","ABPCLIDI_00526","DPDPODFO_01529","GEBNMNOD_00515","FPOKCNBF_01186","JPMNGIHJ_01002","IENJPBOG_00019","EKEBIHOE_00700","KADELANJ_00146","NDKHHKNJ_00319","PDJHNNAA_01291","PHDCEHKO_00394","OOEMJHNJ_00495"
"ydfG","","NADP-dependent 3-hydroxy acid dehydrogenase YdfG","20","20","1","2","48","","","","752","752","752","BJDFHBJJ_01195","FHFNEIGL_01054","NPNHHEFA_01069","EKGGEFJM_01180","IPCEDBCE_01225","BPLIIOBE_01189","LAKMDKJD_01147","HCNCMENI_01165","ABPCLIDI_00531","DPDPODFO_01524","GEBNMNOD_00510","FPOKCNBF_01181","JPMNGIHJ_00997","IENJPBOG_00024","EKEBIHOE_00705","KADELANJ_00141","NDKHHKNJ_00314","PDJHNNAA_01296","PHDCEHKO_00389","OOEMJHNJ_00490"
"group_602","","hypothetical protein","20","20","1","2","44","","","","770","770","770","BJDFHBJJ_01199","FHFNEIGL_01050","NPNHHEFA_01073","EKGGEFJM_01176","IPCEDBCE_01221","BPLIIOBE_01193","LAKMDKJD_01151","HCNCMENI_01161","ABPCLIDI_00535","DPDPODFO_01520","GEBNMNOD_00506","FPOKCNBF_01177","JPMNGIHJ_00993","IENJPBOG_00028","EKEBIHOE_00709","KADELANJ_00137","NDKHHKNJ_00310","PDJHNNAA_01300","PHDCEHKO_00385","OOEMJHNJ_00486"
"ilvC","","Ketol-acid reductoisomerase (NADP(+))","20","20","1","2","20","","","","992","992","992","BJDFHBJJ_01223","FHFNEIGL_01027","NPNHHEFA_01097","EKGGEFJM_01153","IPCEDBCE_01199","BPLIIOBE_01215","LAKMDKJD_01174","HCNCMENI_01137","ABPCLIDI_00557","DPDPODFO_01498","GEBNMNOD_00484","FPOKCNBF_01155","JPMNGIHJ_00971","IENJPBOG_00050","EKEBIHOE_00731","KADELANJ_00115","NDKHHKNJ_00288","PDJHNNAA_01322","PHDCEHKO_00363","OOEMJHNJ_00464"
"nadE","","NH(3)-dependent NAD(+) synthetase","20","20","1","2","19","","","","782","782","782","BJDFHBJJ_01225","FHFNEIGL_01025","NPNHHEFA_01099","EKGGEFJM_01151","IPCEDBCE_01197","BPLIIOBE_01217","LAKMDKJD_01176","HCNCMENI_01135","ABPCLIDI_00559","DPDPODFO_01496","GEBNMNOD_00482","FPOKCNBF_01153","JPMNGIHJ_00969","IENJPBOG_00052","EKEBIHOE_00733","KADELANJ_00113","NDKHHKNJ_00286","PDJHNNAA_01324","PHDCEHKO_00361","OOEMJHNJ_00462"
"group_606","","hypothetical protein","20","20","1","2","16","","","","872","872","872","BJDFHBJJ_01228","FHFNEIGL_01022","NPNHHEFA_01102","EKGGEFJM_01148","IPCEDBCE_01194","BPLIIOBE_01220","LAKMDKJD_01179","HCNCMENI_01132","ABPCLIDI_00562","DPDPODFO_01493","GEBNMNOD_00479","FPOKCNBF_01150","JPMNGIHJ_00966","IENJPBOG_00055","EKEBIHOE_00736","KADELANJ_00110","NDKHHKNJ_00283","PDJHNNAA_01327","PHDCEHKO_00358","OOEMJHNJ_00459"
"neuA","","N-acylneuraminate cytidylyltransferase","20","20","1","2","15","","","","689","689","689","BJDFHBJJ_01229","FHFNEIGL_01021","NPNHHEFA_01103","EKGGEFJM_01147","IPCEDBCE_01193","BPLIIOBE_01221","LAKMDKJD_01180","HCNCMENI_01131","ABPCLIDI_00563","DPDPODFO_01492","GEBNMNOD_00478","FPOKCNBF_01149","JPMNGIHJ_00965","IENJPBOG_00056","EKEBIHOE_00737","KADELANJ_00109","NDKHHKNJ_00282","PDJHNNAA_01328","PHDCEHKO_00357","OOEMJHNJ_00458"
"group_608","","hypothetical protein","20","20","1","2","13","","","","737","737","737","BJDFHBJJ_01231","FHFNEIGL_01019","NPNHHEFA_01105","EKGGEFJM_01145","IPCEDBCE_01191","BPLIIOBE_01223","LAKMDKJD_01182","HCNCMENI_01129","ABPCLIDI_00565","DPDPODFO_01490","GEBNMNOD_00476","FPOKCNBF_01147","JPMNGIHJ_00963","IENJPBOG_00058","EKEBIHOE_00739","KADELANJ_00107","NDKHHKNJ_00280","PDJHNNAA_01330","PHDCEHKO_00355","OOEMJHNJ_00456"
"tatA","","Sec-independent protein translocase protein TatA","20","20","1","2","9","","","","239","239","239","BJDFHBJJ_01235","FHFNEIGL_01015","NPNHHEFA_01109","EKGGEFJM_01140","IPCEDBCE_01187","BPLIIOBE_01227","LAKMDKJD_01186","HCNCMENI_01125","ABPCLIDI_00569","DPDPODFO_01486","GEBNMNOD_00472","FPOKCNBF_01143","JPMNGIHJ_00959","IENJPBOG_00062","EKEBIHOE_00743","KADELANJ_00103","NDKHHKNJ_00276","PDJHNNAA_01334","PHDCEHKO_00351","OOEMJHNJ_00452"
"group_610","","putative type I restriction enzymeP M protein","20","20","1","3","174","","","","1352","1463","1457","BJDFHBJJ_01265","FHFNEIGL_01205","NPNHHEFA_01482","EKGGEFJM_01448","IPCEDBCE_01316","BPLIIOBE_01287","LAKMDKJD_01247","HCNCMENI_01308","ABPCLIDI_00272","DPDPODFO_00600","GEBNMNOD_01486","FPOKCNBF_01565","JPMNGIHJ_00942","IENJPBOG_01067","EKEBIHOE_01348","KADELANJ_00356","NDKHHKNJ_00015","PDJHNNAA_01538","PHDCEHKO_01563","OOEMJHNJ_01462"
"modB","","Molybdenum transport system permease protein ModB","20","20","1","3","160","","","","674","674","674","BJDFHBJJ_01278","FHFNEIGL_01217","NPNHHEFA_01494","EKGGEFJM_01460","IPCEDBCE_01329","BPLIIOBE_01274","LAKMDKJD_01235","HCNCMENI_01321","ABPCLIDI_00283","DPDPODFO_00588","GEBNMNOD_01475","FPOKCNBF_00547","JPMNGIHJ_00954","IENJPBOG_01079","EKEBIHOE_01336","KADELANJ_00709","NDKHHKNJ_00003","PDJHNNAA_01219","PHDCEHKO_01495","OOEMJHNJ_01282"
"group_612","","hypothetical protein","20","20","1","2","247","","","","221","1445","1383","BJDFHBJJ_01287","FHFNEIGL_01255","NPNHHEFA_01213","EKGGEFJM_01251","IPCEDBCE_01337","BPLIIOBE_01345","LAKMDKJD_01306","HCNCMENI_01265","ABPCLIDI_00382","DPDPODFO_00552","GEBNMNOD_00437","FPOKCNBF_00477","JPMNGIHJ_00690","IENJPBOG_00424","EKEBIHOE_01382","KADELANJ_00095","NDKHHKNJ_00022","PDJHNNAA_01548","PHDCEHKO_00842","OOEMJHNJ_00417"
"group_613","","3-hydroxylaminophenol mutase","20","20","1","2","238","","","","1445","1445","1445","BJDFHBJJ_01297","FHFNEIGL_01244","NPNHHEFA_01224","EKGGEFJM_01261","IPCEDBCE_01347","BPLIIOBE_01335","LAKMDKJD_01297","HCNCMENI_01255","ABPCLIDI_00392","DPDPODFO_00562","GEBNMNOD_00447","FPOKCNBF_00467","JPMNGIHJ_00680","IENJPBOG_00414","EKEBIHOE_01372","KADELANJ_00085","NDKHHKNJ_00032","PDJHNNAA_00613","PHDCEHKO_00832","OOEMJHNJ_00427"
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","20","20","1","2","237","","","","764","764","764","BJDFHBJJ_01299","FHFNEIGL_01242","NPNHHEFA_01226","EKGGEFJM_01263","IPCEDBCE_01349","BPLIIOBE_01333","LAKMDKJD_01295","HCNCMENI_01253","ABPCLIDI_00394","DPDPODFO_00564","GEBNMNOD_00449","FPOKCNBF_00465","JPMNGIHJ_00678","IENJPBOG_00412","EKEBIHOE_01370","KADELANJ_00083","NDKHHKNJ_00034","PDJHNNAA_00615","PHDCEHKO_00830","OOEMJHNJ_00429"
"pldA","","Phospholipase A1","20","20","1","2","225","","","","308","1067","991","BJDFHBJJ_01310","FHFNEIGL_01231","NPNHHEFA_01237","EKGGEFJM_01274","IPCEDBCE_01360","BPLIIOBE_01322","LAKMDKJD_01284","HCNCMENI_01241","ABPCLIDI_00405","DPDPODFO_00575","GEBNMNOD_00460","FPOKCNBF_00454","JPMNGIHJ_00667","IENJPBOG_00401","EKEBIHOE_01359","KADELANJ_00072","NDKHHKNJ_00045","PDJHNNAA_00626","PHDCEHKO_00819","OOEMJHNJ_00440"
"group_616","","hypothetical protein","20","20","1","2","223","","","","1328","1328","1328","BJDFHBJJ_01312","FHFNEIGL_01229","NPNHHEFA_01239","EKGGEFJM_01277","IPCEDBCE_01363","BPLIIOBE_01320","LAKMDKJD_01282","HCNCMENI_01239","ABPCLIDI_00407","DPDPODFO_00578","GEBNMNOD_00462","FPOKCNBF_00452","JPMNGIHJ_00665","IENJPBOG_00399","EKEBIHOE_01357","KADELANJ_00070","NDKHHKNJ_00047","PDJHNNAA_00629","PHDCEHKO_00817","OOEMJHNJ_00442"
"bhuA_2","","Heme transporter BhuA","20","20","1","3","36","","","","704","749","746","BJDFHBJJ_01326","FHFNEIGL_01341","NPNHHEFA_01270","EKGGEFJM_01346","IPCEDBCE_01376","BPLIIOBE_01374","LAKMDKJD_01336","HCNCMENI_00423","ABPCLIDI_01466","DPDPODFO_01070","GEBNMNOD_00241","FPOKCNBF_01326","JPMNGIHJ_01564","IENJPBOG_01353","EKEBIHOE_00024","KADELANJ_01469","NDKHHKNJ_01336","PDJHNNAA_00808","PHDCEHKO_00938","OOEMJHNJ_00662"
"group_618","","hypothetical protein","20","20","1","3","34","","","","1544","1619","1570","BJDFHBJJ_01328","FHFNEIGL_01343","NPNHHEFA_01268","EKGGEFJM_01344","IPCEDBCE_01378","BPLIIOBE_01372","LAKMDKJD_01334","HCNCMENI_00421","ABPCLIDI_01468","DPDPODFO_01068","GEBNMNOD_00239","FPOKCNBF_01324","JPMNGIHJ_00793","IENJPBOG_01355","EKEBIHOE_00022","KADELANJ_01471","NDKHHKNJ_01338","PDJHNNAA_00810","PHDCEHKO_00940","OOEMJHNJ_00660"
"group_619","","hypothetical protein","20","20","1","3","33","","","","1544","1544","1544","BJDFHBJJ_01329","FHFNEIGL_01344","NPNHHEFA_01267","EKGGEFJM_01343","IPCEDBCE_01379","BPLIIOBE_01371","LAKMDKJD_01333","HCNCMENI_00420","ABPCLIDI_01469","DPDPODFO_01067","GEBNMNOD_00238","FPOKCNBF_01323","JPMNGIHJ_00792","IENJPBOG_01356","EKEBIHOE_00021","KADELANJ_01472","NDKHHKNJ_01339","PDJHNNAA_00811","PHDCEHKO_00941","OOEMJHNJ_00659"
"uvrD","","DNA helicase II","20","20","1","3","31","","","","2027","2030","2027","BJDFHBJJ_01331","FHFNEIGL_01346","NPNHHEFA_01265","EKGGEFJM_01341","IPCEDBCE_01381","BPLIIOBE_01369","LAKMDKJD_01331","HCNCMENI_00418","ABPCLIDI_01081","DPDPODFO_01065","GEBNMNOD_00236","FPOKCNBF_01321","JPMNGIHJ_00790","IENJPBOG_01358","EKEBIHOE_00019","KADELANJ_01474","NDKHHKNJ_01341","PDJHNNAA_00813","PHDCEHKO_00943","OOEMJHNJ_00657"
"taqIM","","Modification methylase TaqI","20","20","1","3","30","","","","1133","1139","1138","BJDFHBJJ_01332","FHFNEIGL_01347","NPNHHEFA_01264","EKGGEFJM_01340","IPCEDBCE_01382","BPLIIOBE_01368","LAKMDKJD_01330","HCNCMENI_00417","ABPCLIDI_01082","DPDPODFO_01064","GEBNMNOD_00235","FPOKCNBF_01320","JPMNGIHJ_00789","IENJPBOG_01359","EKEBIHOE_00018","KADELANJ_01475","NDKHHKNJ_01342","PDJHNNAA_00814","PHDCEHKO_00944","OOEMJHNJ_00656"
"pta_1","","Phosphate acetyltransferase","20","20","1","3","21","","","","221","542","237","BJDFHBJJ_01340","FHFNEIGL_01355","NPNHHEFA_01256","EKGGEFJM_01332","IPCEDBCE_01390","BPLIIOBE_01360","LAKMDKJD_01322","HCNCMENI_00409","ABPCLIDI_01090","DPDPODFO_01056","GEBNMNOD_00227","FPOKCNBF_01312","JPMNGIHJ_00781","IENJPBOG_01367","EKEBIHOE_00010","KADELANJ_01482","NDKHHKNJ_01350","PDJHNNAA_00822","PHDCEHKO_00952","OOEMJHNJ_00648"
"group_624","","hypothetical protein","20","20","1","3","18","","","","299","299","299","BJDFHBJJ_01343","FHFNEIGL_01557","NPNHHEFA_01253","EKGGEFJM_01329","IPCEDBCE_01393","BPLIIOBE_01357","LAKMDKJD_01319","HCNCMENI_00406","ABPCLIDI_01093","DPDPODFO_01053","GEBNMNOD_00224","FPOKCNBF_01309","JPMNGIHJ_00778","IENJPBOG_01370","EKEBIHOE_00007","KADELANJ_01484","NDKHHKNJ_01353","PDJHNNAA_00825","PHDCEHKO_00955","OOEMJHNJ_00645"
"group_625","","hypothetical protein","20","20","1","1","593","","","","956","956","956","BJDFHBJJ_01351","FHFNEIGL_01297","NPNHHEFA_01312","EKGGEFJM_00431","IPCEDBCE_00531","BPLIIOBE_00528","LAKMDKJD_01378","HCNCMENI_00702","ABPCLIDI_01136","DPDPODFO_00203","GEBNMNOD_00627","FPOKCNBF_00935","JPMNGIHJ_00610","IENJPBOG_00497","EKEBIHOE_00581","KADELANJ_00804","NDKHHKNJ_00856","PDJHNNAA_01187","PHDCEHKO_00998","OOEMJHNJ_00602"
"aroK","","Shikimate kinase","20","20","1","1","592","","","","434","488","485","BJDFHBJJ_01352","FHFNEIGL_01296","NPNHHEFA_01311","EKGGEFJM_00430","IPCEDBCE_00532","BPLIIOBE_00529","LAKMDKJD_01377","HCNCMENI_00701","ABPCLIDI_01135","DPDPODFO_00202","GEBNMNOD_00626","FPOKCNBF_00934","JPMNGIHJ_00611","IENJPBOG_00498","EKEBIHOE_00580","KADELANJ_00805","NDKHHKNJ_00857","PDJHNNAA_01186","PHDCEHKO_00997","OOEMJHNJ_00603"
"group_627","","hypothetical protein","20","20","1","1","591","","","","596","596","596","BJDFHBJJ_01353","FHFNEIGL_01295","NPNHHEFA_01310","EKGGEFJM_00429","IPCEDBCE_00533","BPLIIOBE_00530","LAKMDKJD_01376","HCNCMENI_00700","ABPCLIDI_01134","DPDPODFO_00201","GEBNMNOD_00625","FPOKCNBF_00933","JPMNGIHJ_00612","IENJPBOG_00499","EKEBIHOE_00579","KADELANJ_00806","NDKHHKNJ_00858","PDJHNNAA_01185","PHDCEHKO_00996","OOEMJHNJ_00604"
"group_628","","hypothetical protein","20","20","1","1","590","","","","275","275","275","BJDFHBJJ_01354","FHFNEIGL_01294","NPNHHEFA_01309","EKGGEFJM_00428","IPCEDBCE_00534","BPLIIOBE_00531","LAKMDKJD_01375","HCNCMENI_00699","ABPCLIDI_01133","DPDPODFO_00200","GEBNMNOD_00624","FPOKCNBF_00932","JPMNGIHJ_00613","IENJPBOG_00500","EKEBIHOE_00578","KADELANJ_00807","NDKHHKNJ_00859","PDJHNNAA_01184","PHDCEHKO_00995","OOEMJHNJ_00605"
"eno","","Enolase","20","20","1","1","589","","","","1280","1280","1280","BJDFHBJJ_01355","FHFNEIGL_01293","NPNHHEFA_01308","EKGGEFJM_00427","IPCEDBCE_00535","BPLIIOBE_00532","LAKMDKJD_01374","HCNCMENI_00698","ABPCLIDI_01132","DPDPODFO_00199","GEBNMNOD_00623","FPOKCNBF_00931","JPMNGIHJ_00614","IENJPBOG_00501","EKEBIHOE_00577","KADELANJ_00808","NDKHHKNJ_00860","PDJHNNAA_01183","PHDCEHKO_00994","OOEMJHNJ_00606"
"glrR","","Transcriptional regulatory protein GlrR","20","20","1","2","86","","","","665","1145","1073","BJDFHBJJ_00593","FHFNEIGL_00684","NPNHHEFA_00578","EKGGEFJM_00769","IPCEDBCE_00947","BPLIIOBE_00961","LAKMDKJD_01047","HCNCMENI_00869","ABPCLIDI_01407","DPDPODFO_01386","GEBNMNOD_00738","FPOKCNBF_00385","JPMNGIHJ_00716","IENJPBOG_00583","EKEBIHOE_01303","KADELANJ_01263","NDKHHKNJ_01010","PDJHNNAA_00353","PHDCEHKO_00546","OOEMJHNJ_01263"
"mqnD","","1,4-dihydroxy-6-naphtoate synthase","20","20","1","1","587","","","","863","863","863","BJDFHBJJ_01357","FHFNEIGL_01291","NPNHHEFA_01306","EKGGEFJM_00425","IPCEDBCE_00537","BPLIIOBE_00534","LAKMDKJD_01372","HCNCMENI_00696","ABPCLIDI_01130","DPDPODFO_00197","GEBNMNOD_00621","FPOKCNBF_00929","JPMNGIHJ_00616","IENJPBOG_00503","EKEBIHOE_00575","KADELANJ_00810","NDKHHKNJ_00862","PDJHNNAA_01181","PHDCEHKO_00992","OOEMJHNJ_00608"
"group_632","","hypothetical protein","20","20","1","1","580","","","","218","218","218","BJDFHBJJ_01364","FHFNEIGL_01284","NPNHHEFA_01299","EKGGEFJM_00418","IPCEDBCE_00544","BPLIIOBE_00541","LAKMDKJD_01365","HCNCMENI_00689","ABPCLIDI_01123","DPDPODFO_00190","GEBNMNOD_00614","FPOKCNBF_00922","JPMNGIHJ_00623","IENJPBOG_00510","EKEBIHOE_00568","KADELANJ_00817","NDKHHKNJ_00869","PDJHNNAA_01174","PHDCEHKO_00985","OOEMJHNJ_00615"
"ccoN1","","Cbb3-type cytochrome c oxidase subunit CcoN1","20","20","1","1","577","","","","1466","1466","1466","BJDFHBJJ_01366","FHFNEIGL_01282","NPNHHEFA_01297","EKGGEFJM_00416","IPCEDBCE_00546","BPLIIOBE_00543","LAKMDKJD_01363","HCNCMENI_00687","ABPCLIDI_01121","DPDPODFO_00188","GEBNMNOD_00612","FPOKCNBF_00920","JPMNGIHJ_00625","IENJPBOG_00512","EKEBIHOE_00566","KADELANJ_00819","NDKHHKNJ_00871","PDJHNNAA_01172","PHDCEHKO_00983","OOEMJHNJ_00617"
"lutA","","Lactate utilization protein A","20","20","1","1","571","","","","728","767","761","BJDFHBJJ_01372","FHFNEIGL_01276","NPNHHEFA_01291","EKGGEFJM_00410","IPCEDBCE_00552","BPLIIOBE_00549","LAKMDKJD_01357","HCNCMENI_00682","ABPCLIDI_01115","DPDPODFO_00183","GEBNMNOD_00606","FPOKCNBF_00914","JPMNGIHJ_00631","IENJPBOG_00518","EKEBIHOE_00560","KADELANJ_00825","NDKHHKNJ_00877","PDJHNNAA_01166","PHDCEHKO_00977","OOEMJHNJ_00623"
"lutC","","Lactate utilization protein C","20","20","1","1","569","","","","635","635","635","BJDFHBJJ_01374","FHFNEIGL_01274","NPNHHEFA_01289","EKGGEFJM_00408","IPCEDBCE_00554","BPLIIOBE_00551","LAKMDKJD_01355","HCNCMENI_00680","ABPCLIDI_01113","DPDPODFO_00181","GEBNMNOD_00604","FPOKCNBF_00912","JPMNGIHJ_00633","IENJPBOG_00520","EKEBIHOE_00558","KADELANJ_00827","NDKHHKNJ_00879","PDJHNNAA_01164","PHDCEHKO_00975","OOEMJHNJ_00625"
"aroH","","Phospho-2-dehydro-3-deoxyheptonate aldolase","20","20","1","1","566","","","","1349","1349","1349","BJDFHBJJ_01377","FHFNEIGL_01271","NPNHHEFA_01286","EKGGEFJM_00405","IPCEDBCE_00557","BPLIIOBE_00554","LAKMDKJD_01352","HCNCMENI_00677","ABPCLIDI_01110","DPDPODFO_00178","GEBNMNOD_00601","FPOKCNBF_00909","JPMNGIHJ_00636","IENJPBOG_00523","EKEBIHOE_00555","KADELANJ_00830","NDKHHKNJ_00882","PDJHNNAA_01161","PHDCEHKO_00972","OOEMJHNJ_00628"
"sdaC","","Serine transporter","20","20","1","1","565","","","","1241","1241","1241","BJDFHBJJ_01378","FHFNEIGL_01270","NPNHHEFA_01285","EKGGEFJM_00404","IPCEDBCE_00558","BPLIIOBE_00555","LAKMDKJD_01351","HCNCMENI_00676","ABPCLIDI_01109","DPDPODFO_00177","GEBNMNOD_00600","FPOKCNBF_00908","JPMNGIHJ_00637","IENJPBOG_00524","EKEBIHOE_00554","KADELANJ_00831","NDKHHKNJ_00883","PDJHNNAA_01160","PHDCEHKO_00971","OOEMJHNJ_00629"
"sdaA","","L-serine dehydratase 1","20","20","1","1","564","","","","1367","1367","1367","BJDFHBJJ_01379","FHFNEIGL_01269","NPNHHEFA_01284","EKGGEFJM_00403","IPCEDBCE_00559","BPLIIOBE_00556","LAKMDKJD_01350","HCNCMENI_00675","ABPCLIDI_01108","DPDPODFO_00176","GEBNMNOD_00599","FPOKCNBF_00907","JPMNGIHJ_00638","IENJPBOG_00525","EKEBIHOE_00553","KADELANJ_00832","NDKHHKNJ_00884","PDJHNNAA_01159","PHDCEHKO_00970","OOEMJHNJ_00630"
"group_640","","hypothetical protein","20","20","1","1","562","","","","425","431","425","BJDFHBJJ_01381","FHFNEIGL_01267","NPNHHEFA_01282","EKGGEFJM_00401","IPCEDBCE_00561","BPLIIOBE_00558","LAKMDKJD_01348","HCNCMENI_00673","ABPCLIDI_01106","DPDPODFO_00174","GEBNMNOD_00597","FPOKCNBF_00905","JPMNGIHJ_00640","IENJPBOG_00527","EKEBIHOE_00551","KADELANJ_00834","NDKHHKNJ_00886","PDJHNNAA_01157","PHDCEHKO_00968","OOEMJHNJ_00632"
"htpX_2","","Protease HtpX","20","20","1","2","421","","","","1223","1223","1223","BJDFHBJJ_01391","FHFNEIGL_01301","NPNHHEFA_01347","EKGGEFJM_01319","IPCEDBCE_01403","BPLIIOBE_01383","LAKMDKJD_01383","HCNCMENI_01274","ABPCLIDI_00505","DPDPODFO_01271","GEBNMNOD_01042","FPOKCNBF_01107","JPMNGIHJ_01322","IENJPBOG_01482","EKEBIHOE_00211","KADELANJ_00351","NDKHHKNJ_01154","PDJHNNAA_00447","PHDCEHKO_00034","OOEMJHNJ_00701"
"group_642","","hypothetical protein","20","20","1","2","420","","","","524","524","524","BJDFHBJJ_01392","FHFNEIGL_01302","NPNHHEFA_01346","EKGGEFJM_01318","IPCEDBCE_01404","BPLIIOBE_01384","LAKMDKJD_01384","HCNCMENI_01275","ABPCLIDI_00504","DPDPODFO_01270","GEBNMNOD_01043","FPOKCNBF_01108","JPMNGIHJ_01321","IENJPBOG_01483","EKEBIHOE_00210","KADELANJ_00350","NDKHHKNJ_01153","PDJHNNAA_00448","PHDCEHKO_00033","OOEMJHNJ_00700"
"group_643","","hypothetical protein","20","20","1","2","418","","","","227","227","227","BJDFHBJJ_01394","FHFNEIGL_01304","NPNHHEFA_01344","EKGGEFJM_01316","IPCEDBCE_01406","BPLIIOBE_01386","LAKMDKJD_01387","HCNCMENI_01277","ABPCLIDI_00502","DPDPODFO_01268","GEBNMNOD_01045","FPOKCNBF_01110","JPMNGIHJ_01319","IENJPBOG_01485","EKEBIHOE_00208","KADELANJ_00348","NDKHHKNJ_01151","PDJHNNAA_00450","PHDCEHKO_00031","OOEMJHNJ_00698"
"priA","","Primosomal protein N'","20","20","1","2","416","","","","1859","1859","1859","BJDFHBJJ_01396","FHFNEIGL_01306","NPNHHEFA_01342","EKGGEFJM_01314","IPCEDBCE_01408","BPLIIOBE_01388","LAKMDKJD_01389","HCNCMENI_01279","ABPCLIDI_00500","DPDPODFO_01266","GEBNMNOD_01047","FPOKCNBF_01112","JPMNGIHJ_01317","IENJPBOG_01487","EKEBIHOE_00206","KADELANJ_00346","NDKHHKNJ_01149","PDJHNNAA_00452","PHDCEHKO_00029","OOEMJHNJ_00696"
"cmoA","","Carboxy-S-adenosyl-L-methionine synthase","20","20","1","2","415","","","","731","731","731","BJDFHBJJ_01397","FHFNEIGL_01307","NPNHHEFA_01341","EKGGEFJM_01313","IPCEDBCE_01409","BPLIIOBE_01389","LAKMDKJD_01390","HCNCMENI_01280","ABPCLIDI_00499","DPDPODFO_01265","GEBNMNOD_01048","FPOKCNBF_01113","JPMNGIHJ_01316","IENJPBOG_01488","EKEBIHOE_00205","KADELANJ_00345","NDKHHKNJ_01148","PDJHNNAA_00453","PHDCEHKO_00028","OOEMJHNJ_00695"
"cheW","","Chemotaxis protein CheW","20","20","1","2","412","","","","497","497","497","BJDFHBJJ_01400","FHFNEIGL_01310","NPNHHEFA_01338","EKGGEFJM_01310","IPCEDBCE_01412","BPLIIOBE_01392","LAKMDKJD_01393","HCNCMENI_01283","ABPCLIDI_00496","DPDPODFO_01262","GEBNMNOD_01051","FPOKCNBF_01116","JPMNGIHJ_01313","IENJPBOG_01491","EKEBIHOE_00202","KADELANJ_00342","NDKHHKNJ_01145","PDJHNNAA_00456","PHDCEHKO_00025","OOEMJHNJ_00692"
"group_647","","hypothetical protein","20","20","1","2","408","","","","668","668","668","BJDFHBJJ_01404","FHFNEIGL_01315","NPNHHEFA_01334","EKGGEFJM_01306","IPCEDBCE_01416","BPLIIOBE_01396","LAKMDKJD_01398","HCNCMENI_01287","ABPCLIDI_00492","DPDPODFO_01258","GEBNMNOD_01055","FPOKCNBF_01120","JPMNGIHJ_01309","IENJPBOG_01495","EKEBIHOE_00198","KADELANJ_00338","NDKHHKNJ_01141","PDJHNNAA_00460","PHDCEHKO_00021","OOEMJHNJ_00688"
"ubiD","","3-octaprenyl-4-hydroxybenzoate carboxy-lyase","20","20","1","2","407","","","","1850","1850","1850","BJDFHBJJ_01405","FHFNEIGL_01316","NPNHHEFA_01333","EKGGEFJM_01305","IPCEDBCE_01417","BPLIIOBE_01397","LAKMDKJD_01399","HCNCMENI_01288","ABPCLIDI_00491","DPDPODFO_01257","GEBNMNOD_01056","FPOKCNBF_01121","JPMNGIHJ_01308","IENJPBOG_01496","EKEBIHOE_00197","KADELANJ_00337","NDKHHKNJ_01140","PDJHNNAA_00461","PHDCEHKO_00020","OOEMJHNJ_00687"
"group_649","","hypothetical protein","20","20","1","2","397","","","","590","590","590","BJDFHBJJ_01415","FHFNEIGL_01326","NPNHHEFA_01323","EKGGEFJM_01295","IPCEDBCE_01427","BPLIIOBE_01407","LAKMDKJD_01409","HCNCMENI_01298","ABPCLIDI_00481","DPDPODFO_01247","GEBNMNOD_01066","FPOKCNBF_01131","JPMNGIHJ_01298","IENJPBOG_01506","EKEBIHOE_00187","KADELANJ_00327","NDKHHKNJ_01130","PDJHNNAA_00471","PHDCEHKO_00010","OOEMJHNJ_00677"
"acxB","","Acetone carboxylase alpha subunit","20","20","1","2","93","","","","152","2297","1548","BJDFHBJJ_00600","FHFNEIGL_00691","NPNHHEFA_00585","EKGGEFJM_00776","IPCEDBCE_00954","BPLIIOBE_00954","LAKMDKJD_01039","HCNCMENI_00877","ABPCLIDI_01401","DPDPODFO_01393","GEBNMNOD_00744","FPOKCNBF_00378","JPMNGIHJ_00723","IENJPBOG_00576","EKEBIHOE_01296","KADELANJ_01257","NDKHHKNJ_01017","PDJHNNAA_00359","PHDCEHKO_00552","OOEMJHNJ_01257"
